Time1,GRFzDL1,GRFxDL1,Time1b,GRFzSL1,GRFxSL1,Time2,GRFzDL2,GRFxDL2,Time2b,GRFzSL2,GRFxSL2,Time3,GRFzDL3,GRFxDL3,Time3b,GRFzSL3,GRFxSL3
0.374,866.82,201.16,0.374,461.88,-118.96,0.374,872.63,191.65,0.374,1032.39,-343.38,0.374,864.24,196.16,0.374,974.54,-388.83
0.375,866.73,200.98,0.375,456.91,-116.04,0.375,872.38,191.47,0.375,1031.77,-342.73,0.375,864.25,196.12,0.375,975.64,-388.83
0.376,866.02,201.11,0.376,451.48,-113.3,0.376,872.68,191.39,0.376,1028.91,-342.64,0.376,864.44,196.29,0.376,978.08,-388.4
0.377,865.36,201.11,0.377,448.1,-112.34,0.377,872.3,191.39,0.377,1027.4,-342.86,0.377,864.55,196.38,0.377,980.78,-388.05
0.378,865.17,200.94,0.378,446.69,-110.47,0.378,872.35,191.52,0.378,1025.35,-343.51,0.378,864.66,196.16,0.378,984.05,-387.79
0.379,864.73,200.98,0.379,445.29,-108.95,0.379,872.55,191.52,0.379,1024.59,-344.64,0.379,864.96,196.51,0.379,986.91,-387.14
0.38,864.7,200.94,0.38,443.73,-106.95,0.38,872.08,191.34,0.38,1025.77,-347.43,0.38,865.13,196.56,0.38,990.12,-386.09
0.381,864.1,200.94,0.381,439.87,-105.91,0.381,871.78,191.65,0.381,1025.94,-349.82,0.381,865.16,196.56,0.381,990.54,-384.7
0.382,863.49,200.59,0.382,438.32,-104.52,0.382,871.86,191.6,0.382,1026.79,-352.21,0.382,865.27,196.38,0.382,993.92,-382.53
0.383,863.33,200.37,0.383,439.29,-103.3,0.383,871.28,191.34,0.383,1025.44,-353.13,0.383,865.74,196.56,0.383,997.14,-381.48
0.384,862.86,200.59,0.384,439.59,-102.34,0.384,871.15,191.3,0.384,1025.41,-352.73,0.384,865.41,196.73,0.384,999.38,-380.83
0.385,862.34,200.41,0.385,439.29,-100.86,0.385,871.03,190.99,0.385,1027.26,-352.87,0.385,865.99,196.6,0.385,1003.76,-380.57
0.386,861.93,200.19,0.386,439.72,-99.95,0.386,870.79,191.17,0.386,1029.52,-352.6,0.386,865.79,196.56,0.386,1005.2,-381.05
0.387,861.35,200.28,0.387,443.38,-98.95,0.387,871.17,191.17,0.387,1031.84,-352.21,0.387,865.6,196.69,0.387,1008.45,-381.48
0.388,861.18,200.15,0.388,446.75,-98.12,0.388,870.13,191.08,0.388,1033.13,-351.65,0.388,866.07,196.56,0.388,1014.69,-380.44
0.389,860.53,200.15,0.389,451.52,-97.56,0.389,871.01,191.17,0.389,1035.6,-351.21,0.389,865.96,196.73,0.389,1018.15,-375.74
0.39,859.87,200.06,0.39,456.66,-96.51,0.39,870.13,191.08,0.39,1036.75,-350.52,0.39,866.73,196.78,0.39,1019.82,-370.74
0.391,859.45,199.84,0.391,460.82,-96.16,0.391,870.1,190.95,0.391,1036.51,-350.3,0.391,866.6,196.86,0.391,1021.3,-364.22
0.392,858.99,199.97,0.392,466.3,-94.86,0.392,870.15,190.82,0.392,1038.42,-349.17,0.392,867.06,196.82,0.392,1024.9,-360.43
0.393,858.47,199.54,0.393,470.33,-93.38,0.393,870.1,190.95,0.393,1041.05,-348.78,0.393,867.12,196.99,0.393,1026.27,-355.39
0.394,857.86,199.76,0.394,475.79,-91.21,0.394,869.74,190.82,0.394,1044.05,-348.78,0.394,867.95,196.91,0.394,1024.63,-353.04
0.395,857.58,199.8,0.395,482.39,-89.55,0.395,869.66,190.86,0.395,1045.85,-349.34,0.395,867.95,196.82,0.395,1028.38,-349.08
0.396,857.64,199.58,0.396,488.14,-87.94,0.396,869.58,190.95,0.396,1049,-350.65,0.396,868.36,196.91,0.396,1029.15,-346.99
0.397,856.54,199.27,0.397,493.87,-86.68,0.397,869.69,190.95,0.397,1050.16,-351.34,0.397,869.08,197.3,0.397,1029.08,-345.34
0.398,856.98,199.36,0.398,501.32,-86.16,0.398,869.61,190.95,0.398,1054.03,-352.34,0.398,869.43,197.17,0.398,1028.37,-342.25
0.399,856.54,199.27,0.399,507.04,-85.29,0.399,869.08,190.95,0.399,1056.32,-352.21,0.399,869.6,197.26,0.399,1023.75,-338.69
0.4,856.08,199.1,0.4,512.82,-85.55,0.4,869.5,190.64,0.4,1060.29,-350.73,0.4,870.18,197.43,0.4,1020.01,-336.6
0.401,856.21,199.23,0.401,518.67,-86.38,0.401,868.84,190.68,0.401,1063.75,-349.26,0.401,870.37,197.17,0.401,1017.32,-333.51
0.402,856.27,199.05,0.402,525.45,-87.42,0.402,869.03,190.82,0.402,1067.79,-347.04,0.402,870.9,197.26,0.402,1014.07,-331.12
0.403,855.39,198.84,0.403,530.08,-88.34,0.403,868.86,190.9,0.403,1071.52,-345.38,0.403,871.8,197.3,0.403,1011.27,-329.25
0.404,854.67,198.66,0.404,535.18,-89.73,0.404,869.19,190.6,0.404,1075.44,-343.25,0.404,872.02,197.61,0.404,1008.41,-327.64
0.405,854.51,198.48,0.405,539,-90.68,0.405,869.09,190.6,0.405,1078.75,-341.86,0.405,872.71,196.99,0.405,1005.32,-325.03
0.406,854.51,198.57,0.406,545,-91.68,0.406,869.03,190.55,0.406,1083.01,-339.38,0.406,872.58,197.83,0.406,999.34,-322.68
0.407,853.58,198.84,0.407,550.23,-93.03,0.407,869.14,190.64,0.407,1084.66,-336.64,0.407,872.96,197.26,0.407,993.75,-320.38
0.408,853.74,198.66,0.408,555.87,-94.16,0.408,869.55,190.77,0.408,1087.39,-331.6,0.408,873.21,197.61,0.408,986.4,-318.55
0.409,853.58,198.62,0.409,561.48,-95.03,0.409,869.42,190.68,0.409,1088.66,-327.6,0.409,873.54,197.61,0.409,979.18,-316.94
0.41,853.36,198.35,0.41,569.12,-96.51,0.41,869.22,190.6,0.41,1089.26,-325.07,0.41,873.68,197.65,0.41,972.57,-313.89
0.411,852.92,198.31,0.411,575.52,-98.3,0.411,869.52,190.82,0.411,1088.15,-321.25,0.411,873.82,197.78,0.411,965.19,-311.55
0.412,852.59,198.44,0.412,582.95,-99.77,0.412,869.08,190.82,0.412,1088.16,-317.24,0.412,874.12,197.96,0.412,957.33,-309.37
0.413,852.31,198.35,0.413,589.37,-101.12,0.413,868.97,190.42,0.413,1084.86,-315.03,0.413,874.18,197.78,0.413,951.16,-307.11
0.414,852.34,198.09,0.414,597.52,-102.3,0.414,869.47,190.55,0.414,1084.82,-312.98,0.414,874.1,198,0.414,944.08,-303.46
0.415,852.18,198.09,0.415,603.97,-104.34,0.415,869.14,190.6,0.415,1084.65,-309.72,0.415,874.59,197.92,0.415,934.9,-299.98
0.416,851.46,197.96,0.416,610.94,-105.65,0.416,869.19,190.38,0.416,1082.26,-307.54,0.416,874.76,198,0.416,926.91,-297.54
0.417,851.87,197.96,0.417,617.52,-106.69,0.417,869.22,190.33,0.417,1079.8,-304.02,0.417,874.95,197.96,0.417,922.2,-294.5
0.418,851.54,197.92,0.418,626.13,-109,0.418,869.36,190.55,0.418,1075.58,-301.89,0.418,874.63,198,0.418,915.54,-289.45
0.419,851.24,198,0.419,633.09,-110.82,0.419,869.06,190.64,0.419,1072.84,-298.54,0.419,874.76,198.13,0.419,907.51,-286.58
0.42,850.88,197.61,0.42,639.78,-112.87,0.42,869.17,190.42,0.42,1069.01,-296.11,0.42,874.46,198.27,0.42,898.04,-281.75
0.421,850.86,197.65,0.421,647.68,-114.39,0.421,869.17,190.68,0.421,1062.22,-294.15,0.421,874.3,198.22,0.421,890.37,-276.79
0.422,850.61,197.65,0.422,653.54,-116.52,0.422,869.41,190.46,0.422,1055.54,-291.71,0.422,874.9,198.4,0.422,885.12,-273.4
0.423,850.72,197.26,0.423,659.68,-118.17,0.423,869.63,190.77,0.423,1045.71,-289.93,0.423,874.63,198.31,0.423,879.42,-270.36
0.424,850.97,197.35,0.424,665.81,-120.78,0.424,869.8,190.42,0.424,1038.26,-287.75,0.424,874.47,198.18,0.424,872.54,-263.75
0.425,850.8,196.99,0.425,671.43,-122.74,0.425,869.52,190.73,0.425,1030.46,-286.36,0.425,875.26,198.35,0.425,865.15,-260.05
0.426,850.59,196.91,0.426,676.12,-126,0.426,870.04,190.68,0.426,1023.5,-284.36,0.426,874.91,198.31,0.426,859.17,-256.22
0.427,850.56,196.95,0.427,679.42,-128.31,0.427,869.49,190.68,0.427,1017.06,-281.93,0.427,874.91,198.35,0.427,852.47,-251.7
0.428,850.2,196.82,0.428,683.54,-130.44,0.428,870.24,190.6,0.428,1010.72,-279.84,0.428,874.85,198.57,0.428,844.37,-247.31
0.429,849.82,196.91,0.429,687.42,-131.22,0.429,869.63,190.55,0.429,1002.73,-277.45,0.429,874.74,198.35,0.429,837.64,-242.65
0.43,849.35,196.78,0.43,689.34,-132.26,0.43,869.71,190.6,0.43,996.34,-275.62,0.43,875.1,198.4,0.43,832.68,-239.35
0.431,849.68,196.73,0.431,689.24,-134.27,0.431,870.48,190.95,0.431,988.04,-272.92,0.431,875.43,198.4,0.431,824.08,-236.04
0.432,849.3,196.78,0.432,688.26,-136.18,0.432,869.79,190.82,0.432,979.72,-271.01,0.432,875.19,198.31,0.432,816.51,-231.47
0.433,848.55,196.64,0.433,686.31,-138.92,0.433,870.2,190.68,0.433,972.51,-267.62,0.433,875.66,198.7,0.433,810.37,-226.3
0.434,848.72,196.25,0.434,685.42,-141.7,0.434,870.62,190.64,0.434,964.45,-265.44,0.434,876.1,198.31,0.434,804.46,-221.77
0.435,848.12,196.29,0.435,683.64,-143.05,0.435,870.67,190.82,0.435,957.58,-263.4,0.435,875.93,198.7,0.435,799.47,-219.34
0.436,848.09,196.12,0.436,680.71,-144.01,0.436,870.18,190.9,0.436,951.66,-260.05,0.436,876.15,198.57,0.436,791.99,-216.43
0.437,848.01,196.03,0.437,675.61,-144.31,0.437,869.88,190.46,0.437,943.58,-257.61,0.437,876.07,198.53,0.437,783.01,-213.25
